"Week","Season Type","Start Date","Completed","Home Id","Home Team","Home Division","Home Conference","Home Points","Away Id","Away Team","Away Division","Away Conference","Away Points"
"2","regular","2024-09-07T23:00:00.000Z","true","36","Colorado State","fbs","Mountain West","38","2458","Northern Colorado","fcs","Big Sky","17"
"2","regular","2024-09-07T23:00:00.000Z","true","2571","South Dakota State","fcs","MVFC","45","2916","Incarnate Word","fcs","Southland","24"
"2","regular","2024-09-07T23:00:00.000Z","true","155","North Dakota","fcs","MVFC","27","149","Montana","fcs","Big Sky","24"
"2","regular","2024-09-07T23:00:00.000Z","true","93","Murray State","fcs","MVFC","17","2086","Butler","fcs","Pioneer","19"
"2","regular","2024-09-07T23:00:00.000Z","true","2197","Eastern Illinois","fcs","Big South-OVC","27","282","Indiana State","fcs","MVFC","20"
"2","regular","2024-09-07T23:00:00.000Z","true","2453","North Alabama","fcs","UAC","17","2287","Illinois State","fcs","MVFC","24"
"2","regular","2024-09-07T23:00:00.000Z","true","2572","Southern Miss","fbs","Sun Belt","35","2545","SE Louisiana","fcs","Southland","10"
"2","regular","2024-09-07T23:00:00.000Z","true","242","Rice","fbs","American Athletic","69","2640","Texas Southern","fcs","SWAC","7"
"2","regular","2024-09-07T23:00:00.000Z","true","2277","Houston Christian","fcs","Southland","18","2627","Tarleton State","fcs","UAC","35"
"2","regular","2024-09-07T23:00:00.000Z","true","2166","Davidson","fcs","Pioneer","49","2107","Catawba","ii","South Atlantic","14"
"2","regular","2024-09-07T23:00:00.000Z","true","2582","Southern","fcs","SWAC","42","2542","Savannah St","ii","SIAC","10"
"2","regular","2024-09-07T23:00:00.000Z","true","101784","ERSKINE","ii","Gulf South","14","2506","Presbyterian","fcs","Pioneer","31"
"2","regular","2024-09-07T23:00:00.000Z","true","2296","Jackson State","fcs","SWAC","58","2323","Lane College","ii","SIAC","7"
"2","regular","2024-09-07T23:00:00.000Z","true","2755","Grambling","fcs","SWAC","37","2657","Tuskegee","ii","SIAC","20"
"2","regular","2024-09-07T23:00:00.000Z","true","2010","Alabama A&M","fcs","SWAC","49","2310","Kentucky State","ii","SIAC","7"
"2","regular","2024-09-07T23:00:00.000Z","true","2448","North Carolina A&T","fcs","CAA","27","2736","Winston-Salem","ii","CIAA","20"
"2","regular","2024-09-07T23:00:00.000Z","true","2440","Nevada","fbs","Mountain West","17","290","Georgia Southern","fbs","Sun Belt","20"
"2","regular","2024-09-07T23:00:00.000Z","true","57","Florida","fbs","SEC","45","2535","Samford","fcs","Southern","7"
"2","regular","2024-09-07T23:00:00.000Z","true","2364","Minnesota State Mankato","ii","Northern Sun","31","132","Bemidji State","ii","Northern Sun","29"
"2","regular","2024-09-07T23:00:00.000Z","true","2170","Delta State","ii","Gulf South","55","2402","Missouri S&T","ii","Great Lakes","18"
"2","regular","2024-09-07T23:00:00.000Z","true","389","Upper Iowa University","ii","Great Lakes","33","3066","Concordia University St Paul","ii","Northern Sun","7"
"2","regular","2024-09-07T23:00:00.000Z","true","386","Trinity University TX","iii","Southern Athletic","20","2639","Texas Lutheran","iii","Southern Collegiate Athletic","35"
"2","regular","2024-09-07T23:00:00.000Z","true","75","North Park","iii","CCIW","42","2891","Ripon","iii","Midwest","41"
"2","regular","2024-09-07T23:00:00.000Z","true","2320","Lamar","fcs","Southland","28","2400","Mississippi Valley State","fcs","SWAC","14"
"2","regular","2024-09-07T23:00:00.000Z","true","509","Crown College","iii","Upper Midwest","14","162","Hamline University","iii","Minnesota","35"
"2","regular","2024-09-07T23:00:00.000Z","true","2399","Minnesota Morris","iii","Upper Midwest","17","2359","Macalester","iii","Minnesota","16"
"2","regular","2024-09-07T23:00:00.000Z","true","2444","Newberry","ii","South Atlantic","14","2673","Valdosta State","ii","Gulf South","27"
"2","regular","2024-09-07T23:00:00.000Z","true","2695","West Alabama","ii","Gulf South","45","2839","Greeneville","ii","South Atlantic","9"
"2","regular","2024-09-07T23:00:00.000Z","true","425","Northern State","ii","Northern Sun","10","2894","Sioux Falls","ii","Northern Sun","34"
"2","regular","2024-09-07T23:00:00.000Z","true","2938","Huntingdon College (AL)","iii","USA South","7","2757","Berry College","iii","Southern Athletic","43"
"2","regular","2024-09-07T23:00:00.000Z","true","154","Wake Forest","fbs","ACC","30","258","Virginia","fbs","ACC","31"
"2","regular","2024-09-07T23:00:00.000Z","true","47","Howard","fcs","MEAC","32","2385","Mercyhurst","fcs","NEC","31"
"2","regular","2024-09-07T23:00:00.000Z","true","2546","Southeast Missouri State","fcs","Big South-OVC","45","2630","UT Martin","fcs","Big South-OVC","42"
"2","regular","2024-09-07T23:00:00.000Z","true","24","Stanford","fbs","ACC","41","13","Cal Poly","fcs","Big Sky","7"
"2","regular","2024-09-07T23:30:00.000Z","true","152","NC State","fbs","ACC","10","2633","Tennessee","fbs","SEC","51"
"2","regular","2024-09-07T23:30:00.000Z","true","99","LSU","fbs","SEC","44","2447","Nicholls","fcs","Southland","21"
"2","regular","2024-09-07T23:30:00.000Z","true","249","North Texas","fbs","American Athletic","35","2617","Stephen F. Austin","fcs","Southland","20"
"2","regular","2024-09-07T23:30:00.000Z","true","194","Ohio State","fbs","Big Ten","56","2711","Western Michigan","fbs","Mid-American","0"
"2","regular","2024-09-07T23:30:00.000Z","true","238","Vanderbilt","fbs","SEC","55","2016","Alcorn State","fcs","SWAC","0"
"2","regular","2024-09-07T23:30:00.000Z","true","158","Nebraska","fbs","Big Ten","28","38","Colorado","fbs","Big 12","10"
"2","regular","2024-09-07T23:45:00.000Z","true","201","Oklahoma","fbs","SEC","16","248","Houston","fbs","Big 12","12"
"2","regular","2024-09-08T00:00:00.000Z","true","2000","Abilene Christian","fcs","UAC","38","2698","West Georgia","fcs","UAC","24"
"2","regular","2024-09-08T00:00:00.000Z","true","147","Montana State","fcs","Big Sky","41","311","Maine","fcs","CAA","24"
"2","regular","2024-09-08T00:00:00.000Z","true","2438","Nebraska-Kearney","ii","Mid America","21","138","Northwest Missouri St","ii","Mid America","14"
"2","regular","2024-09-08T00:00:00.000Z","true","2403","Missouri Southern State","ii","Mid America","17","90","Pittsburg St","ii","Mid America","42"
"2","regular","2024-09-08T00:00:00.000Z","true","583","Northwestern (MN)","iii","Upper Midwest","21","133","St. Olaf","iii","Minnesota","39"
"2","regular","2024-09-08T00:00:00.000Z","true","2201","Eastern New Mexico","ii","Lone Star","36","2834","Sul Ross State","ii","Lone Star","17"
"2","regular","2024-09-08T00:00:00.000Z","true","101442","CENTENARY","iii","Southern Collegiate Athletic","20","418","Hendrix College","iii","Southern Athletic","43"
"2","regular","2024-09-08T00:00:00.000Z","true","6845","Nebraska Wesleyan","iii","American Rivers","25","512","Dakota State University","","","41"
"2","regular","2024-09-08T00:00:00.000Z","true","228","Clemson","fbs","ACC","66","2026","App State","fbs","Sun Belt","20"
"2","regular","2024-09-08T00:00:00.000Z","true","2628","TCU","fbs","Big 12","45","2341","Long Island University","fcs","NEC","0"
"2","regular","2024-09-08T00:00:00.000Z","true","2692","Weber State","fcs","Big Sky","43","2502","Portland State","fcs","Big Sky","16"
"2","regular","2024-09-08T00:00:00.000Z","true","2001","Adams State","ii","Rocky Mountain","30","2703","Western New Mexico","ii","Lone Star","39"
"2","regular","2024-09-08T00:00:00.000Z","true","2714","Western Colorado","ii","Rocky Mountain","38","2395","Midwestern State","ii","Lone Star","33"
"2","regular","2024-09-08T00:00:00.000Z","true","2570","CSU Pueblo","ii","Rocky Mountain","40","110243","UT Permian Basin","ii","Lone Star","23"
"2","regular","2024-09-08T00:00:00.000Z","true","2122","Central Oklahoma","ii","Mid America","72","2324","Langston University","","","0"
"2","regular","2024-09-08T00:00:00.000Z","true","2231","Fort Hays State","ii","Mid America","30","137","Missouri Western","ii","Mid America","16"
"2","regular","2024-09-08T00:00:00.000Z","true","2919","Monmouth (IL)","iii","Midwest","24","2685","Wartburg","iii","American Rivers","38"
"2","regular","2024-09-08T00:00:00.000Z","true","2588","Southwestern University","iii","Southern Athletic","24","241","McMurry","iii","Southern Collegiate Athletic","20"
"2","regular","2024-09-08T00:00:00.000Z","true","2029","Arkansas-Pine Bluff","fcs","SWAC","73","124386","Little Rock","","","0"
"2","regular","2024-09-08T00:00:00.000Z","true","2519","Rhodes College","iii","Southern Athletic","20","143","Washington University (St. Louis)","iii","CCIW","44"
"2","regular","2024-09-08T01:00:00.000Z","true","2638","UTEP","fbs","Conference USA","24","253","Southern Utah","fcs","UAC","27"
"2","regular","2024-09-08T02:00:00.000Z","true","411","Chapman","iii","So. Cal.","43","205","Pacific (OR)","iii","Northwest","23"
"2","regular","2024-09-08T02:00:00.000Z","true","12","Arizona","fbs","Big 12","22","2464","Northern Arizona","fcs","Big Sky","10"
"2","regular","2024-09-08T02:00:00.000Z","true","2486","Pacific Lutheran","iii","Northwest","43","129758","Simpson University (Ca)","","","0"
"2","regular","2024-09-08T02:00:00.000Z","true","278","Fresno State","fbs","Mountain West","46","16","Sacramento State","fcs","Big Sky","30"
"2","regular","2024-09-08T02:00:00.000Z","true","302","UC Davis","fcs","Big Sky","36","2837","East Texas A&M","fcs","Southland","22"
"2","regular","2024-09-08T02:00:00.000Z","true","265","Washington State","fbs","Pac-12","37","2641","Texas Tech","fbs","Big 12","16"
"2","regular","2024-09-08T02:00:00.000Z","true","2483","Oregon","fbs","Big Ten","37","68","Boise State","fbs","Mountain West","34"
"2","regular","2024-09-08T02:15:00.000Z","true","166","New Mexico State","fbs","Conference USA","24","2335","Liberty","fbs","Conference USA","30"
"2","regular","2024-09-08T02:30:00.000Z","true","9","Arizona State","fbs","Big 12","30","344","Mississippi State","fbs","SEC","23"
"2","regular","2024-09-08T02:30:00.000Z","true","21","San Diego State","fbs","Mountain West","0","204","Oregon State","fbs","Pac-12","21"
"2","regular","2024-09-08T03:00:00.000Z","true","30","USC","fbs","Big Ten","48","328","Utah State","fbs","Mountain West","0"
"2","regular","2024-09-08T17:00:00.000Z","true","29","Redlands","iii","So. Cal.","3","415","NEWBERG","iii","Northwest","17"
"3","regular","2024-09-12T23:00:00.000Z","true","2823","Northwestern Oklahoma State","ii","Great American","2","2888","Ouachita Baptist","ii","Great American","56"
"3","regular","2024-09-12T23:30:00.000Z","true","326","Texas State","fbs","Sun Belt","28","9","Arizona State","fbs","Big 12","31"
"3","regular","2024-09-12T23:30:00.000Z","true","6","South Alabama","fbs","Sun Belt","87","2466","Northwestern State","fcs","Southland","10"
"3","regular","2024-09-13T16:00:00.000Z","true","2707","West Virginia State","ii","Mountain East","25","2105","Carson-Newman College","ii","South Atlantic","56"
"3","regular","2024-09-13T22:00:00.000Z","true","398","Wilkes","iii","Landmark Conference","25","2528","Rensselaer","iii","Liberty League","32"
"3","regular","2024-09-13T23:00:00.000Z","true","2487","Pace","ii","Northeast 10","17","2441","New Haven","ii","Northeast 10","47"
"3","regular","2024-09-13T23:00:00.000Z","true","2583","Southern Connecticut State","ii","Northeast 10","35","2022","American International","ii","Northeast 10","21"
"3","regular","2024-09-13T23:00:00.000Z","true","2305","Kansas","fbs","Big 12","20","2439","UNLV","fbs","Mountain West","23"
"3","regular","2024-09-13T23:00:00.000Z","true","2749","Worcester Polytechnic Institute","iii","NEWMAC","31","111675","Biddeford","iii","Commonwealth Coast","13"
"3","regular","2024-09-13T23:00:00.000Z","true","2467","Norwich","iii","NEWMAC","9","2779","St. Lawrence","iii","Liberty League","20"
"3","regular","2024-09-13T23:00:00.000Z","true","110","Mass Maritime","iii","MSCAC","6","2843","Western Connecticut St","iii","MSCAC","44"
"3","regular","2024-09-13T23:00:00.000Z","true","2274","Hiram College","iii","North Coast","7","2419","Mount St. Joseph","iii","Heartland","28"
"3","regular","2024-09-14T00:00:00.000Z","true","2306","Kansas State","fbs","Big 12","31","12","Arizona","fbs","Big 12","7"
"3","regular","2024-09-14T16:00:00.000Z","true","193","Miami (OH)","fbs","Mid-American","16","2132","Cincinnati","fbs","Big 12","27"
"3","regular","2024-09-14T16:00:00.000Z","true","2256","Greensboro College","iii","USA South","20","2047","Averett","iii","Old Dominion","27"
"3","regular","2024-09-14T16:00:00.000Z","true","202","Tulsa","fbs","American Athletic","10","197","Oklahoma State","fbs","Big 12","45"
"3","regular","2024-09-14T16:00:00.000Z","true","2221","FDU-Florham","iii","Mid Atlantic","35","2015","Albright","iii","Mid Atlantic","7"
"3","regular","2024-09-14T16:00:00.000Z","true","223","West Chester","ii","Pennsylvania State Athletic","28","2858","PennWest California","ii","Pennsylvania State Athletic","38"
"3","regular","2024-09-14T16:00:00.000Z","true","2315","Kutztown University","ii","Pennsylvania State Athletic","26","2205","Edinboro University","ii","Pennsylvania State Athletic","0"
"3","regular","2024-09-14T16:00:00.000Z","true","2392","Michigan Tech","ii","GLIAC","21","2273","Hillsdale","ii","Great Midwest Athletic","6"
"3","regular","2024-09-14T16:00:00.000Z","true","40","Curry College","iii","Commonwealth Coast","21","2810","Hardin-Simmons","iii","American Southwest","73"
"3","regular","2024-09-14T16:00:00.000Z","true","2782","Cortland","iii","Empire 8","70","2354","Lycoming","iii","Landmark Conference","7"
"3","regular","2024-09-14T16:00:00.000Z","true","2516","Randolph-Macon","iii","Old Dominion","14","174","Hobart College","iii","Liberty League","7"
"3","regular","2024-09-14T16:00:00.000Z","true","114","Fitchburg State","iii","MSCAC","7","379","UMass Dartmouth","iii","MSCAC","73"
"3","regular","2024-09-14T16:00:00.000Z","true","2075","Bowie State","ii","CIAA","14","110254","Davenport","ii","GLIAC","17"
"3","regular","2024-09-14T16:00:00.000Z","true","402","Worcester St","iii","MSCAC","27","2972","Plymouth State","iii","MSCAC","21"
"3","regular","2024-09-14T16:00:00.000Z","true","275","Wisconsin","fbs","Big Ten","10","333","Alabama","fbs","SEC","42"
"3","regular","2024-09-14T16:00:00.000Z","true","2641","Texas Tech","fbs","Big 12","66","249","North Texas","fbs","American Athletic","21"
"3","regular","2024-09-14T16:00:00.000Z","true","152","NC State","fbs","ACC","30","2348","Louisiana Tech","fbs","Conference USA","20"
"3","regular","2024-09-14T16:00:00.000Z","true","52","Florida State","fbs","ACC","12","235","Memphis","fbs","American Athletic","20"
"3","regular","2024-09-14T16:00:00.000Z","true","130","Michigan","fbs","Big Ten","28","2032","Arkansas State","fbs","Sun Belt","18"
"3","regular","2024-09-14T16:00:00.000Z","true","2598","St. Francis (PA)","fcs","NEC","20","2115","Central Connecticut","fcs","NEC","27"
"3","regular","2024-09-14T16:00:00.000Z","true","2085","Buffalo State","iii","Liberty League","42","125974","Hilbert College","iii","Empire 8","6"
"3","regular","2024-09-14T16:00:00.000Z","true","417","Gallaudet","iii","ECFC","7","2383","Merchant Marine Academy","iii","NEWMAC","55"
"3","regular","2024-09-14T16:00:00.000Z","true","332","Muskingum University","iii","Ohio","24","359","Otterbein","iii","Ohio","7"
"3","regular","2024-09-14T16:00:00.000Z","true","2884","Nichols College","iii","Commonwealth Coast","63","274","Maine Maritime","iii","Independent DIII","12"
"3","regular","2024-09-14T16:00:00.000Z","true","2974","Shepherd","ii","Pennsylvania State Athletic","10","215","Slippery Rock","ii","Pennsylvania State Athletic","20"
"3","regular","2024-09-14T16:00:00.000Z","true","2643","The Citadel","fcs","Southern","54","2822","North Greenville","ii","Gulf South","0"
"3","regular","2024-09-14T16:00:00.000Z","true","127954","Eastern University","iii","Mid Atlantic","13","2725","Widener","iii","Mid Atlantic","27"
"3","regular","2024-09-14T16:00:00.000Z","true","15","Anna Maria College","iii","ECFC","45","2557","Coast Guard","iii","NEWMAC","52"
"3","regular","2024-09-14T16:00:00.000Z","true","2523","Robert Morris","fcs","NEC","55","2385","Mercyhurst","fcs","NEC","28"
"3","regular","2024-09-14T16:00:00.000Z","true","356","Illinois","fbs","Big Ten","30","2117","Central Michigan","fbs","Mid-American","9"
"3","regular","2024-09-14T16:00:00.000Z","true","2579","South Carolina","fbs","SEC","33","99","LSU","fbs","SEC","36"
"3","regular","2024-09-14T16:00:00.000Z","true","2341","Long Island University","fcs","NEC","17","2329","Lehigh","fcs","Patriot","20"
"3","regular","2024-09-14T16:30:00.000Z","true","322","Lafayette","fcs","Patriot","56","2368","Marist","fcs","Pioneer","14"
"3","regular","2024-09-14T16:45:00.000Z","true","142","Missouri","fbs","SEC","27","103","Boston College","fbs","ACC","21"
"3","regular","2024-09-14T17:00:00.000Z","true","2790","Albion","iii","Michigan","56","2074","Bluffton","iii","Heartland","21"
"3","regular","2024-09-14T17:00:00.000Z","true","2886","Northwood (MI)","ii","Great Midwest Athletic","10","129","Saginaw Valley State","ii","GLIAC","7"
"3","regular","2024-09-14T17:00:00.000Z","true","101784","ERSKINE","ii","Gulf South","0","2207","Elizabeth City State","ii","CIAA","20"
"3","regular","2024-09-14T17:00:00.000Z","true","2699","West Liberty","ii","Mountain East","23","341","Frostburg State","ii","Mountain East","57"
"3","regular","2024-09-14T17:00:00.000Z","true","2213","Emory & Henry College","ii","South Atlantic","40","124180","Bluefield State","ii","CIAA","13"
"3","regular","2024-09-14T17:00:00.000Z","true","2808","Delaware Valley","iii","Mid Atlantic","42","111674","Reading","iii","Mid Atlantic","7"
"3","regular","2024-09-14T17:00:00.000Z","true","388","Lebanon Valley","iii","Mid Atlantic","37","471","Stevenson","iii","Mid Atlantic","7"
"3","regular","2024-09-14T17:00:00.000Z","true","131","Wayne State (MI)","ii","GLIAC","30","2224","Findlay","ii","Great Midwest Athletic","42"
"3","regular","2024-09-14T17:00:00.000Z","true","2970","William Paterson","iii","New Jersey","0","2175","Dickinson (PA)","iii","Centennial","24"
"3","regular","2024-09-14T17:00:00.000Z","true","2280","Husson","iii","Commonwealth Coast","7","81","Springfield","iii","NEWMAC","76"
"3","regular","2024-09-14T17:00:00.000Z","true","365","Alfred University","iii","Empire 8","64","246","Juniata College","iii","Landmark Conference","28"
"3","regular","2024-09-14T17:00:00.000Z","true","2812","Hope College","iii","Michigan","48","2233","Franklin","iii","Heartland","6"
"3","regular","2024-09-14T17:00:00.000Z","true","216","Susquehanna","iii","Landmark Conference","27","2781","Brockport","iii","Empire 8","21"
"3","regular","2024-09-14T17:00:00.000Z","true","175","Ithaca College","iii","Liberty League","7","452","Endicott College","iii","Commonwealth Coast","13"
"3","regular","2024-09-14T17:00:00.000Z","true","2967","Framingham State","iii","MSCAC","13","293","Castleton","iii","MSCAC","32"
"3","regular","2024-09-14T17:00:00.000Z","true","2171","Denison University","iii","North Coast","30","2800","Alma","iii","Michigan","38"
"3","regular","2024-09-14T17:00:00.000Z","true","126","Kalamazoo","iii","Michigan","28","352","Kenyon","iii","North Coast","7"
"3","regular","2024-09-14T17:00:00.000Z","true","2913","Brevard College","iii","USA South","30","297","Hampden-Sydney","iii","Old Dominion","51"
"3","regular","2024-09-14T17:00:00.000Z","true","2559","Shippensburg","ii","Pennsylvania State Athletic","24","2134","Clarion","ii","Pennsylvania State Athletic","21"
"3","regular","2024-09-14T17:00:00.000Z","true","2757","Berry College","iii","Southern Athletic","0","83","Depauw","iii","North Coast","33"
"3","regular","2024-09-14T17:00:00.000Z","true","391","Oberlin","iii","North Coast","6","2023","Anderson (IN)","iii","Heartland","20"
"3","regular","2024-09-14T17:00:00.000Z","true","2331","Lenoir-Rhyne","ii","South Atlantic","38","2838","Tiffin","ii","Great Midwest Athletic","17"
"3","regular","2024-09-14T17:00:00.000Z","true","2506","Presbyterian","fcs","Pioneer","52","2355","Virginia University Of Lynchburg","","","0"
"3","regular","2024-09-14T17:00:00.000Z","true","2529","Sacred Heart","fcs","FCS Independents","40","46","Georgetown","fcs","Patriot","14"
"3","regular","2024-09-14T17:00:00.000Z","true","2287","Illinois State","fcs","MVFC","51","2710","Western Illinois","fcs","Big South-OVC","34"
"3","regular","2024-09-14T17:00:00.000Z","true","2230","Fordham","fcs","Patriot","21","2619","Stony Brook","fcs","CAA","27"
"3","regular","2024-09-14T17:00:00.000Z","true","2448","North Carolina A&T","fcs","CAA","13","48","Delaware","fcs","CAA","42"
"3","regular","2024-09-14T17:00:00.000Z","true","323","Moravian","iii","Landmark Conference","18","390","Utica","iii","Empire 8","13"
"3","regular","2024-09-14T17:00:00.000Z","true","409","Concordia-Wisconsin","iii","NACC","34","129738","Calvin University","iii","Michigan","24"
"3","regular","2024-09-14T17:00:00.000Z","true","354","Olivet College","iii","Michigan","27","2748","Wooster","iii","North Coast","23"
"3","regular","2024-09-14T17:00:00.000Z","true","2560","Shorter","ii","Gulf South","0","2691","Webber International","","","0"
"3","regular","2024-09-14T17:00:00.000Z","true","125762","Florida Memorial University","","","28","2805","Clark Atlanta","ii","SIAC","28"
"3","regular","2024-09-14T17:00:00.000Z","true","2232","Fort Valley State","ii","SIAC","42","2310","Kentucky State","ii","SIAC","0"
"3","regular","2024-09-14T17:00:00.000Z","true","2304","Johnson C Smith","ii","CIAA","52","2339","Lincoln (PA)","ii","CIAA","6"
"3","regular","2024-09-14T17:00:00.000Z","true","7","Amherst","iii","NESCAC","19","121","Bates","iii","NESCAC","7"
"3","regular","2024-09-14T17:00:00.000Z","true","2394","Middlebury","iii","NESCAC","7","336","Wesleyan University (CT)","iii","NESCAC","43"
"3","regular","2024-09-14T17:00:00.000Z","true","2871","Kean","iii","New Jersey","17","2667","Ursinus","iii","Centennial","31"
"3","regular","2024-09-14T17:00:00.000Z","true","2108","Catholic","iii","Landmark Conference","38","424","Capital","iii","Ohio","20"
"3","regular","2024-09-14T17:00:00.000Z","true","2849","Westminster (PA)","iii","Presidents'","23","2845","Waynesburg","iii","Presidents'","10"
"3","regular","2024-09-14T17:00:00.000Z","true","2018","Allegheny","iii","Presidents'","20","2614","Saint Vincent","iii","Presidents'","41"
"3","regular","2024-09-14T17:00:00.000Z","true","2102","Carnegie Mellon","iii","Presidents'","41","2242","Geneva","iii","Presidents'","7"
"3","regular","2024-09-14T17:00:00.000Z","true","122774","Keystone","iii","Landmark Conference","51","173","Hartwick","iii","Empire 8","26"
"3","regular","2024-09-14T17:00:00.000Z","true","2827","Rowan","iii","New Jersey","30","2700","McDaniel College","iii","Centennial","20"
"3","regular","2024-09-14T17:00:00.000Z","true","112334","Franklin Pierce","ii","Northeast 10","7","2038","Assumption","ii","Northeast 10","27"
"3","regular","2024-09-14T17:00:00.000Z","true","2830","St. Anselm","ii","Northeast 10","0","2060","Bentley","ii","Northeast 10","3"
"3","regular","2024-09-14T17:00:00.000Z","true","2702","Western New England","iii","Commonwealth Coast","45","2776","Salve Regina","iii","NEWMAC","27"
"3","regular","2024-09-14T17:00:00.000Z","true","247","Kings College (PA)","iii","Mid Atlantic","41","2969","Misericordia","iii","Mid Atlantic","14"
"3","regular","2024-09-14T17:00:00.000Z","true","2977","Trinity (CT)","iii","NESCAC","17","33","Colby College","iii","NESCAC","7"
"3","regular","2024-09-14T17:00:00.000Z","true","2084","Buffalo","fbs","Mid-American","34","113","Massachusetts","fbs","FBS Independents","3"
"3","regular","2024-09-14T17:30:00.000Z","true","2733","Wilmington (OH)","iii","Ohio","7","188","Baldwin Wallace","iii","Ohio","42"
"3","regular","2024-09-14T17:30:00.000Z","true","2731","Williams","iii","NESCAC","42","348","Hamilton","iii","NESCAC","7"
"3","regular","2024-09-14T18:00:00.000Z","true","231","Furman","fcs","Southern","48","56","Stetson","fcs","Pioneer","7"
"3","regular","2024-09-14T18:00:00.000Z","true","218","Temple","fbs","American Athletic","20","324","Coastal Carolina","fbs","Sun Belt","28"
"3","regular","2024-09-14T18:00:00.000Z","true","268","Lawrence University","iii","Midwest","21","2155","Cornell College (IA)","iii","Midwest","31"
"3","regular","2024-09-14T18:00:00.000Z","true","2891","Ripon","iii","Midwest","23","65","Grinnell","iii","Midwest","19"
"3","regular","2024-09-14T18:00:00.000Z","true","2803","Bryant","fcs","CAA","22","107","Holy Cross","fcs","Patriot","43"
"3","regular","2024-09-14T18:00:00.000Z","true","2687","Washburn","ii","Mid America","28","2146","Colorado School Of Mines","ii","Rocky Mountain","31"
"3","regular","2024-09-14T18:00:00.000Z","true","2754","Youngstown State","fcs","MVFC","25","2184","Duquesne","fcs","NEC","28"
"3","regular","2024-09-14T18:00:00.000Z","true","80","Chicago","iii","Midwest","21","2919","Monmouth (IL)","iii","Midwest","34"
"3","regular","2024-09-14T18:00:00.000Z","true","2688","Washington and Lee","iii","Old Dominion","68","3111","Apprentice School","iii","Independent DIII","28"
"3","regular","2024-09-14T18:00:00.000Z","true","2553","Sewanee","iii","Southern Athletic","42","433","Westminster College (MO)","iii","Upper Midwest","0"
"3","regular","2024-09-14T18:00:00.000Z","true","2079","Bridgewater (VA)","iii","Old Dominion","80","2896","Southern Virginia","iii","USA South","0"
"3","regular","2024-09-14T18:00:00.000Z","true","2909","Westfield State","iii","MSCAC","24","18","Bridgewater State","iii","MSCAC","17"
"3","regular","2024-09-14T18:00:00.000Z","true","2738","Wisconsin-Eau Claire","iii","Wisconsin","41","2141","Coe College","iii","American Rivers","43"
"3","regular","2024-09-14T18:00:00.000Z","true","133","St. Olaf","iii","Minnesota","53","67","Luther","iii","American Rivers","7"
"3","regular","2024-09-14T18:00:00.000Z","true","2894","Sioux Falls","ii","Northern Sun","35","559","University of Mary","ii","Northern Sun","33"
"3","regular","2024-09-14T18:00:00.000Z","true","2834","Sul Ross State","ii","Lone Star","52","630","Wayland Baptist","","","51"
"3","regular","2024-09-14T18:00:00.000Z","true","89","Wabash College","iii","North Coast","30","2980","Ohio Wesleyan","iii","North Coast","13"
"3","regular","2024-09-14T18:00:00.000Z","true","561","Mayville State","","","24","6845","Nebraska Wesleyan","iii","American Rivers","34"
"3","regular","2024-09-14T18:00:00.000Z","true","262","Lake Forest College","iii","Midwest","42","2286","Illinois College","iii","Midwest","35"
"3","regular","2024-09-14T18:00:00.000Z","true","2071","Bloomsburg","ii","Pennsylvania State Athletic","14","611","Seton Hill","ii","Pennsylvania State Athletic","15"
"3","regular","2024-09-14T18:00:00.000Z","true","2740","Wisconsin-Lacrosse","iii","Wisconsin","35","128","Northern Michigan","ii","GLIAC","21"
"3","regular","2024-09-14T18:00:00.000Z","true","2741","Wisconsin-Lutheran","iii","NACC","44","63","Buena Vista","iii","American Rivers","13"
"3","regular","2024-09-14T18:00:00.000Z","true","2600","Saint John's (MN)","iii","Minnesota","35","2685","Wartburg","iii","American Rivers","13"
"3","regular","2024-09-14T18:00:00.000Z","true","127991","Roosevelt","ii","GLIAC","14","2745","Wisconsin-Whitewater","iii","Wisconsin","24"
"3","regular","2024-09-14T18:00:00.000Z","true","375","St. Scholastica","iii","Minnesota","24","2524","Rockford","iii","NACC","31"
"3","regular","2024-09-14T18:00:00.000Z","true","2900","St. Thomas (MN)","fcs","Pioneer","24","2069","Black Hills State","ii","Rocky Mountain","14"
"3","regular","2024-09-14T18:00:00.000Z","true","257","Richmond","fcs","CAA","38","2127","Charleston Southern","fcs","Big South-OVC","0"
"3","regular","2024-09-14T18:00:00.000Z","true","155","North Dakota","fcs","MVFC","52","304","Idaho State","fcs","Big Sky","28"
"3","regular","2024-09-14T18:00:00.000Z","true","613","South Dakota Mines","ii","Rocky Mountain","17","389","Upper Iowa University","ii","Great Lakes","10"
"3","regular","2024-09-14T18:00:00.000Z","true","2832","St. Norbert","iii","NACC","3","2743","Wisconsin-Stevens Pt","iii","Wisconsin","24"
"3","regular","2024-09-14T18:30:00.000Z","true","271","Wisconsin-Oshkosh","iii","Wisconsin","28","203","Linfield College","iii","Northwest","21"
"3","regular","2024-09-14T18:30:00.000Z","true","437","Lake Erie","ii","Great Midwest Athletic","28","126086","Post University","ii","Northeast 10","27"
"3","regular","2024-09-14T19:00:00.000Z","true","2442","College Of New Jersey","iii","New Jersey","17","2234","Franklin & Marshall","iii","Centennial","13"
"3","regular","2024-09-14T19:00:00.000Z","true","11","Colorado Mesa","ii","Rocky Mountain","12","2120","Central Washington","ii","Lone Star","28"
