"Week","Season Type","Start Date","Completed","Home Id","Home Team","Home Division","Home Conference","Home Points","Away Id","Away Team","Away Division","Away Conference","Away Points"
"6","regular","2024-10-05T22:00:00.000Z","true","286","North Carolina Wesleyan","iii","USA South","19","291","Methodist","iii","USA South","17"
"6","regular","2024-10-05T22:00:00.000Z","true","2757","Berry College","iii","Southern Athletic","44","2588","Southwestern University","iii","Southern Athletic","7"
"6","regular","2024-10-05T22:00:00.000Z","true","2532","Salisbury","iii","New Jersey","42","3112","Christopher Newport","iii","New Jersey","38"
"6","regular","2024-10-05T22:00:00.000Z","true","119","Towson","fcs","CAA","34","2729","William & Mary","fcs","CAA","27"
"6","regular","2024-10-05T22:30:00.000Z","true","204","Oregon State","fbs","Pac-12","39","36","Colorado State","fbs","Mountain West","31"
"6","regular","2024-10-05T23:00:00.000Z","true","2277","Houston Christian","fcs","Southland","43","2377","McNeese","fcs","Southland","22"
"6","regular","2024-10-05T23:00:00.000Z","true","33","Colby College","iii","NESCAC","28","121","Bates","iii","NESCAC","26"
"6","regular","2024-10-05T23:00:00.000Z","true","2582","Southern","fcs","SWAC","7","2447","Nicholls","fcs","Southland","51"
"6","regular","2024-10-05T23:00:00.000Z","true","101442","CENTENARY","iii","Southern Collegiate Athletic","35","101161","LYONCOLL","iii","Southern Collegiate Athletic","14"
"6","regular","2024-10-05T23:00:00.000Z","true","2930","Willamette","iii","Northwest","0","203","Linfield College","iii","Northwest","72"
"6","regular","2024-10-05T23:00:00.000Z","true","2102","Carnegie Mellon","iii","Presidents'","42","2845","Waynesburg","iii","Presidents'","0"
"6","regular","2024-10-05T23:00:00.000Z","true","110243","UT Permian Basin","ii","Lone Star","7","2025","Angelo State","ii","Lone Star","36"
"6","regular","2024-10-05T23:00:00.000Z","true","15","Anna Maria College","iii","ECFC","10","2702","Western New England","iii","Commonwealth Coast","44"
"6","regular","2024-10-05T23:00:00.000Z","true","2444","Newberry","ii","South Atlantic","9","2369","Mars Hill","ii","South Atlantic","34"
"6","regular","2024-10-05T23:00:00.000Z","true","2032","Arkansas State","fbs","Sun Belt","18","6","South Alabama","fbs","Sun Belt","16"
"6","regular","2024-10-05T23:00:00.000Z","true","2916","Incarnate Word","fcs","Southland","56","2504","Prairie View A&M","fcs","SWAC","28"
"6","regular","2024-10-05T23:00:00.000Z","true","79","Southern Illinois","fcs","MVFC","10","2287","Illinois State","fcs","MVFC","45"
"6","regular","2024-10-05T23:00:00.000Z","true","2545","SE Louisiana","fcs","Southland","21","2837","East Texas A&M","fcs","Southland","9"
"6","regular","2024-10-05T23:00:00.000Z","true","389","Upper Iowa University","ii","Great Lakes","23","2654","Truman State","ii","Great Lakes","26"
"6","regular","2024-10-05T23:00:00.000Z","true","52","Florida State","fbs","ACC","13","228","Clemson","fbs","ACC","29"
"6","regular","2024-10-05T23:00:00.000Z","true","2519","Rhodes College","iii","Southern Athletic","34","418","Hendrix College","iii","Southern Athletic","29"
"6","regular","2024-10-05T23:00:00.000Z","true","613","South Dakota Mines","ii","Rocky Mountain","20","2069","Black Hills State","ii","Rocky Mountain","22"
"6","regular","2024-10-05T23:00:00.000Z","true","2402","Missouri S&T","ii","Great Lakes","65","2586","Southwest Baptist","ii","Great Lakes","24"
"6","regular","2024-10-05T23:00:00.000Z","true","2433","UL Monroe","fbs","Sun Belt","21","256","James Madison","fbs","Sun Belt","19"
"6","regular","2024-10-05T23:00:00.000Z","true","2170","Delta State","ii","Gulf South","54","2804","Chowan","ii","Gulf South","9"
"6","regular","2024-10-05T23:00:00.000Z","true","68","Boise State","fbs","Mountain West","62","328","Utah State","fbs","Mountain West","30"
"6","regular","2024-10-05T23:00:00.000Z","true","324","Coastal Carolina","fbs","Sun Belt","45","295","Old Dominion","fbs","Sun Belt","37"
"6","regular","2024-10-05T23:00:00.000Z","true","2572","Southern Miss","fbs","Sun Belt","13","309","Louisiana","fbs","Sun Belt","23"
"6","regular","2024-10-05T23:30:00.000Z","true","66","Iowa State","fbs","Big 12","43","239","Baylor","fbs","Big 12","21"
"6","regular","2024-10-05T23:30:00.000Z","true","264","Washington","fbs","Big Ten","27","130","Michigan","fbs","Big Ten","17"
"6","regular","2024-10-05T23:30:00.000Z","true","135","Minnesota","fbs","Big Ten","24","30","USC","fbs","Big Ten","17"
"6","regular","2024-10-05T23:30:00.000Z","true","8","Arkansas","fbs","SEC","19","2633","Tennessee","fbs","SEC","14"
"6","regular","2024-10-05T23:30:00.000Z","true","23","San José State","fbs","Mountain West","35","2440","Nevada","fbs","Mountain West","31"
"6","regular","2024-10-05T23:45:00.000Z","true","57","Florida","fbs","SEC","24","2116","UCF","fbs","Big 12","13"
"6","regular","2024-10-06T00:00:00.000Z","true","253","Southern Utah","fcs","UAC","37","2627","Tarleton State","fcs","UAC","38"
"6","regular","2024-10-06T00:00:00.000Z","true","2617","Stephen F. Austin","fcs","Southland","59","2466","Northwestern State","fcs","Southland","17"
"6","regular","2024-10-06T00:00:00.000Z","true","2714","Western Colorado","ii","Rocky Mountain","44","2237","Fort Lewis","ii","Rocky Mountain","7"
"6","regular","2024-10-06T00:00:00.000Z","true","13","Cal Poly","fcs","Big Sky","38","304","Idaho State","fcs","Big Sky","41"
"6","regular","2024-10-06T00:00:00.000Z","true","21","San Diego State","fbs","Mountain West","27","62","Hawai'i","fbs","Mountain West","24"
"6","regular","2024-10-06T00:00:00.000Z","true","2231","Fort Hays State","ii","Mid America","31","2118","Central Missouri","ii","Mid America","21"
"6","regular","2024-10-06T00:00:00.000Z","true","9","Arizona State","fbs","Big 12","35","2305","Kansas","fbs","Big 12","31"
"6","regular","2024-10-06T00:00:00.000Z","true","2658","Texas A&M-Kingsville","ii","Lone Star","40","2395","Midwestern State","ii","Lone Star","13"
"6","regular","2024-10-06T00:00:00.000Z","true","2201","Eastern New Mexico","ii","Lone Star","28","2120","Central Washington","ii","Lone Star","44"
"6","regular","2024-10-06T00:00:00.000Z","true","59","Georgia Tech","fbs","ACC","24","150","Duke","fbs","ACC","14"
"6","regular","2024-10-06T02:00:00.000Z","true","411","Chapman","iii","So. Cal.","24","2094","California Lutheran University","iii","So. Cal.","20"
"6","regular","2024-10-06T02:00:00.000Z","true","2923","Pomona Pitzer","iii","So. Cal.","14","17","Claremont-Mudd-Scripps College","iii","So. Cal.","20"
"6","regular","2024-10-06T02:00:00.000Z","true","29","Redlands","iii","So. Cal.","38","2318","La Verne","iii","So. Cal.","17"
"6","regular","2024-10-06T02:30:00.000Z","true","25","California","fbs","ACC","38","2390","Miami","fbs","ACC","39"
"6","regular","2024-10-06T03:00:00.000Z","true","12","Arizona","fbs","Big 12","22","2641","Texas Tech","fbs","Big 12","28"
"6","regular","2024-10-06T18:00:00.000Z","true","129469","Anderson (Sc)","ii","South Atlantic","41","2107","Catawba","ii","South Atlantic","44"
"7","regular","2024-10-08T23:00:00.000Z","true","2335","Liberty","fbs","Conference USA","31","2229","Florida International","fbs","Conference USA","24"
"7","regular","2024-10-09T23:30:00.000Z","true","55","Jacksonville State","fbs","Conference USA","54","166","New Mexico State","fbs","Conference USA","13"
"7","regular","2024-10-10T23:00:00.000Z","true","319","Oklahoma Baptist","ii","Great American","10","2568","Southern Arkansas","ii","Great American","65"
"7","regular","2024-10-10T23:30:00.000Z","true","256","James Madison","fbs","Sun Belt","39","324","Coastal Carolina","fbs","Sun Belt","7"
"7","regular","2024-10-11T00:00:00.000Z","true","2348","Louisiana Tech","fbs","Conference USA","48","2393","Middle Tennessee","fbs","Conference USA","21"
"7","regular","2024-10-11T00:00:00.000Z","true","98","Western Kentucky","fbs","Conference USA","44","2638","UTEP","fbs","Conference USA","17"
"7","regular","2024-10-11T22:00:00.000Z","true","172","Cornell","fcs","Ivy","20","108","Harvard","fcs","Ivy","38"
"7","regular","2024-10-11T23:00:00.000Z","true","2248","Gettysburg","iii","Centennial","7","118","Johns Hopkins University","iii","Centennial","51"
"7","regular","2024-10-11T23:00:00.000Z","true","101","Eureka College","iii","NACC","8","6353","Lakeland","iii","NACC","49"
"7","regular","2024-10-12T00:00:00.000Z","true","120","Maryland","fbs","Big Ten","10","77","Northwestern","fbs","Big Ten","37"
"7","regular","2024-10-12T01:00:00.000Z","true","328","Utah State","fbs","Mountain West","34","2439","UNLV","fbs","Mountain West","50"
"7","regular","2024-10-12T01:15:00.000Z","true","2029","Arkansas-Pine Bluff","fcs","SWAC","21","2504","Prairie View A&M","fcs","SWAC","17"
"7","regular","2024-10-12T02:30:00.000Z","true","9","Arizona State","fbs","Big 12","27","254","Utah","fbs","Big 12","19"
"7","regular","2024-10-12T16:00:00.000Z","true","43","Yale","fcs","Ivy","43","159","Dartmouth","fcs","Ivy","44"
"7","regular","2024-10-12T16:00:00.000Z","true","2681","Wagner","fcs","NEC","6","171","Columbia","fcs","Ivy","24"
"7","regular","2024-10-12T16:00:00.000Z","true","164","Rutgers","fbs","Big Ten","7","275","Wisconsin","fbs","Big Ten","42"
"7","regular","2024-10-12T16:00:00.000Z","true","2294","Iowa","fbs","Big Ten","40","264","Washington","fbs","Big Ten","16"
"7","regular","2024-10-12T16:00:00.000Z","true","2341","Long Island University","fcs","NEC","31","284","Stonehill","fcs","NEC","7"
"7","regular","2024-10-12T16:00:00.000Z","true","153","North Carolina","fbs","ACC","34","59","Georgia Tech","fbs","ACC","41"
"7","regular","2024-10-12T16:00:00.000Z","true","2309","Kent State","fbs","Mid-American","35","2050","Ball State","fbs","Mid-American","37"
"7","regular","2024-10-12T16:00:00.000Z","true","2115","Central Connecticut","fcs","NEC","38","2385","Mercyhurst","fcs","NEC","20"
"7","regular","2024-10-12T16:00:00.000Z","true","2598","St. Francis (PA)","fcs","NEC","7","2184","Duquesne","fcs","NEC","38"
"7","regular","2024-10-12T16:00:00.000Z","true","2368","Marist","fcs","Pioneer","32","2900","St. Thomas (MN)","fcs","Pioneer","39"
"7","regular","2024-10-12T16:00:00.000Z","true","210","Millersville","ii","Pennsylvania State Athletic","27","2559","Shippensburg","ii","Pennsylvania State Athletic","35"
"7","regular","2024-10-12T16:00:00.000Z","true","125974","Hilbert College","iii","Empire 8","6","374","St John Fisher University","iii","Empire 8","52"
"7","regular","2024-10-12T16:00:00.000Z","true","3110","SUNY Morrisville","iii","Empire 8","24","365","Alfred University","iii","Empire 8","14"
"7","regular","2024-10-12T16:00:00.000Z","true","223","West Chester","ii","Pennsylvania State Athletic","35","2974","Shepherd","ii","Pennsylvania State Athletic","14"
"7","regular","2024-10-12T16:00:00.000Z","true","2487","Pace","ii","Northeast 10","26","2830","St. Anselm","ii","Northeast 10","20"
"7","regular","2024-10-12T16:00:00.000Z","true","126086","Post University","ii","Northeast 10","27","2583","Southern Connecticut State","ii","Northeast 10","31"
"7","regular","2024-10-12T16:00:00.000Z","true","2315","Kutztown University","ii","Pennsylvania State Athletic","24","209","Lock Haven University","ii","Pennsylvania State Athletic","0"
"7","regular","2024-10-12T16:00:00.000Z","true","2646","Thomas More College","ii","Great Midwest Athletic","3","2886","Northwood (MI)","ii","Great Midwest Athletic","20"
"7","regular","2024-10-12T16:00:00.000Z","true","2224","Findlay","ii","Great Midwest Athletic","21","308","Ashland","ii","Great Midwest Athletic","41"
"7","regular","2024-10-12T16:00:00.000Z","true","2015","Albright","iii","Mid Atlantic","10","2969","Misericordia","iii","Mid Atlantic","13"
"7","regular","2024-10-12T16:00:00.000Z","true","40","Curry College","iii","Commonwealth Coast","30","3162","Alfred State","iii","ECFC","16"
"7","regular","2024-10-12T16:00:00.000Z","true","2168","Dayton","fcs","Pioneer","16","2166","Davidson","fcs","Pioneer","14"
"7","regular","2024-10-12T16:00:00.000Z","true","2022","American International","ii","Northeast 10","14","112334","Franklin Pierce","ii","Northeast 10","41"
"7","regular","2024-10-12T16:00:00.000Z","true","286","North Carolina Wesleyan","iii","USA South","9","548","Lagrange College","iii","USA South","31"
"7","regular","2024-10-12T16:00:00.000Z","true","2038","Assumption","ii","Northeast 10","16","2060","Bentley","ii","Northeast 10","13"
"7","regular","2024-10-12T16:00:00.000Z","true","113","Massachusetts","fbs","FBS Independents","3","142","Missouri","fbs","SEC","45"
"7","regular","2024-10-12T16:00:00.000Z","true","154","Wake Forest","fbs","ACC","14","228","Clemson","fbs","ACC","49"
"7","regular","2024-10-12T16:00:00.000Z","true","127954","Eastern University","iii","Mid Atlantic","23","247","Kings College (PA)","iii","Mid Atlantic","35"
"7","regular","2024-10-12T16:00:00.000Z","true","109","MIT","iii","NEWMAC","0","2383","Merchant Marine Academy","iii","NEWMAC","21"
"7","regular","2024-10-12T16:00:00.000Z","true","2257","Greenville","iii","Upper Midwest","14","583","Northwestern (MN)","iii","Upper Midwest","34"
"7","regular","2024-10-12T16:00:00.000Z","true","2528","Rensselaer","iii","Liberty League","34","2779","St. Lawrence","iii","Liberty League","10"
"7","regular","2024-10-12T16:00:00.000Z","true","2392","Michigan Tech","ii","GLIAC","20","110254","Davenport","ii","GLIAC","24"
"7","regular","2024-10-12T16:00:00.000Z","true","2128","University Of Charleston (WV)","ii","Mountain East","42","112335","Wheeling","ii","Mountain East","23"
"7","regular","2024-10-12T16:00:00.000Z","true","110438","Dean College","iii","ECFC","0","2280","Husson","iii","Commonwealth Coast","24"
"7","regular","2024-10-12T16:00:00.000Z","true","349","Army","fbs","American Athletic","44","5","UAB","fbs","American Athletic","10"
"7","regular","2024-10-12T16:00:00.000Z","true","333","Alabama","fbs","SEC","27","2579","South Carolina","fbs","SEC","25"
"7","regular","2024-10-12T16:00:00.000Z","true","2084","Buffalo","fbs","Mid-American","30","2649","Toledo","fbs","Mid-American","15"
"7","regular","2024-10-12T16:00:00.000Z","true","323","Moravian","iii","Landmark Conference","34","2108","Catholic","iii","Landmark Conference","14"
"7","regular","2024-10-12T16:00:00.000Z","true","398","Wilkes","iii","Landmark Conference","53","2354","Lycoming","iii","Landmark Conference","28"
"7","regular","2024-10-12T16:30:00.000Z","true","322","Lafayette","fcs","Patriot","0","46","Georgetown","fcs","Patriot","17"
"7","regular","2024-10-12T17:00:00.000Z","true","418","Hendrix College","iii","Southern Athletic","13","2757","Berry College","iii","Southern Athletic","42"
"7","regular","2024-10-12T17:00:00.000Z","true","175","Ithaca College","iii","Liberty League","24","184","University of Rochester (NY)","iii","Liberty League","0"
"7","regular","2024-10-12T17:00:00.000Z","true","386","Trinity University TX","iii","Southern Athletic","45","2553","Sewanee","iii","Southern Athletic","26"
"7","regular","2024-10-12T17:00:00.000Z","true","2339","Lincoln (PA)","ii","CIAA","37","124180","Bluefield State","ii","CIAA","13"
"7","regular","2024-10-12T17:00:00.000Z","true","2287","Illinois State","fcs","MVFC","7","2623","Missouri State","fcs","MVFC","41"
"7","regular","2024-10-12T17:00:00.000Z","true","282","Indiana State","fcs","MVFC","31","93","Murray State","fcs","MVFC","27"
"7","regular","2024-10-12T17:00:00.000Z","true","56","Stetson","fcs","Pioneer","0","2674","Valparaiso","fcs","Pioneer","0"
"7","regular","2024-10-12T17:00:00.000Z","true","227","Rhode Island","fcs","CAA","31","225","Brown","fcs","Ivy","21"
"7","regular","2024-10-12T17:00:00.000Z","true","48","Delaware","fcs","CAA","44","311","Maine","fcs","CAA","21"
"7","regular","2024-10-12T17:00:00.000Z","true","2803","Bryant","fcs","CAA","17","399","UAlbany","fcs","CAA","24"
"7","regular","2024-10-12T17:00:00.000Z","true","107","Holy Cross","fcs","Patriot","19","2230","Fordham","fcs","Patriot","16"
"7","regular","2024-10-12T17:00:00.000Z","true","219","Pennsylvania","fcs","Ivy","31","2083","Bucknell","fcs","Patriot","21"
"7","regular","2024-10-12T17:00:00.000Z","true","47","Howard","fcs","MEAC","21","2529","Sacred Heart","fcs","FCS Independents","14"
"7","regular","2024-10-12T17:00:00.000Z","true","291","Methodist","iii","USA South","0","2938","Huntingdon College (AL)","iii","USA South","42"
"7","regular","2024-10-12T17:00:00.000Z","true","2736","Winston-Salem","ii","CIAA","34","2551","Shaw","ii","CIAA","14"
"7","regular","2024-10-12T17:00:00.000Z","true","173","Hartwick","iii","Empire 8","0","2781","Brockport","iii","Empire 8","53"
"7","regular","2024-10-12T17:00:00.000Z","true","3111","Apprentice School","iii","Independent DIII","72","274","Maine Maritime","iii","Independent DIII","26"
"7","regular","2024-10-12T17:00:00.000Z","true","7","Amherst","iii","NESCAC","7","340","Bowdoin","iii","NESCAC","35"
"7","regular","2024-10-12T17:00:00.000Z","true","2667","Ursinus","iii","Centennial","23","2234","Franklin & Marshall","iii","Centennial","17"
"7","regular","2024-10-12T17:00:00.000Z","true","2331","Lenoir-Rhyne","ii","South Atlantic","24","2444","Newberry","ii","South Atlantic","3"
"7","regular","2024-10-12T17:00:00.000Z","true","2686","Washington & Jefferson","iii","Presidents'","73","2242","Geneva","iii","Presidents'","21"
"7","regular","2024-10-12T17:00:00.000Z","true","2644","Thiel","iii","Presidents'","21","2018","Allegheny","iii","Presidents'","7"
"7","regular","2024-10-12T17:00:00.000Z","true","2516","Randolph-Macon","iii","Old Dominion","63","2258","Guilford College","iii","Old Dominion","0"
"7","regular","2024-10-12T17:00:00.000Z","true","2688","Washington and Lee","iii","Old Dominion","28","297","Hampden-Sydney","iii","Old Dominion","26"
"7","regular","2024-10-12T17:00:00.000Z","true","2828","Shenandoah","iii","Old Dominion","42","366","Ferrum","iii","Old Dominion","20"
"7","regular","2024-10-12T17:00:00.000Z","true","2827","Rowan","iii","New Jersey","36","2442","College Of New Jersey","iii","New Jersey","22"
"7","regular","2024-10-12T17:00:00.000Z","true","216","Susquehanna","iii","Landmark Conference","79","122774","Keystone","iii","Landmark Conference","6"
"7","regular","2024-10-12T17:00:00.000Z","true","2399","Minnesota Morris","iii","Upper Midwest","32","433","Westminster College (MO)","iii","Upper Midwest","7"
"7","regular","2024-10-12T17:00:00.000Z","true","2274","Hiram College","iii","North Coast","7","352","Kenyon","iii","North Coast","27"
"7","regular","2024-10-12T17:00:00.000Z","true","2056","Belhaven","iii","USA South","38","2896","Southern Virginia","iii","USA South","17"
"7","regular","2024-10-12T17:00:00.000Z","true","2119","Central State (OH)","ii","SIAC","20","2805","Clark Atlanta","ii","SIAC","25"
"7","regular","2024-10-12T17:00:00.000Z","true","2804","Chowan","ii","Gulf South","31","2560","Shorter","ii","Gulf South","27"
"7","regular","2024-10-12T17:00:00.000Z","true","2676","Virginia Union","ii","CIAA","35","2207","Elizabeth City State","ii","CIAA","0"
"7","regular","2024-10-12T17:00:00.000Z","true","268","Lawrence University","iii","Midwest","7","262","Lake Forest College","iii","Midwest","54"
"7","regular","2024-10-12T17:00:00.000Z","true","124","Augsburg","iii","Minnesota","37","162","Hamline University","iii","Minnesota","27"
"7","regular","2024-10-12T17:00:00.000Z","true","2725","Widener","iii","Mid Atlantic","3","471","Stevenson","iii","Mid Atlantic","10"
"7","regular","2024-10-12T17:00:00.000Z","true","336","Wesleyan University (CT)","iii","NESCAC","23","33","Colby College","iii","NESCAC","17"
"7","regular","2024-10-12T17:00:00.000Z","true","2970","William Paterson","iii","New Jersey","0","2532","Salisbury","iii","New Jersey","63"
"7","regular","2024-10-12T17:00:00.000Z","true","390","Utica","iii","Empire 8","7","2782","Cortland","iii","Empire 8","45"
"7","regular","2024-10-12T17:00:00.000Z","true","2310","Kentucky State","ii","SIAC","23","490","Benedict College","ii","SIAC","21"
"7","regular","2024-10-12T17:00:00.000Z","true","3112","Christopher Newport","iii","New Jersey","28","2175","Dickinson (PA)","iii","Centennial","31"
"7","regular","2024-10-12T17:00:00.000Z","true","2369","Mars Hill","ii","South Atlantic","27","2105","Carson-Newman College","ii","South Atlantic","28"
"7","regular","2024-10-12T17:00:00.000Z","true","388","Lebanon Valley","iii","Mid Atlantic","16","2808","Delaware Valley","iii","Mid Atlantic","21"
"7","regular","2024-10-12T17:00:00.000Z","true","215","Slippery Rock","ii","Pennsylvania State Athletic","35","367","Gannon","ii","Pennsylvania State Athletic","17"
"7","regular","2024-10-12T17:00:00.000Z","true","2888","Ouachita Baptist","ii","Great American","40","2191","East Central (OK)","ii","Great American","0"
"7","regular","2024-10-12T17:00:00.000Z","true","111674","Reading","iii","Mid Atlantic","26","2221","FDU-Florham","iii","Mid Atlantic","37"
"7","regular","2024-10-12T17:00:00.000Z","true","2707","West Virginia State","ii","Mountain East","44","2148","Concord University","ii","Mountain East","14"
"7","regular","2024-10-12T17:00:00.000Z","true","455","West Virginia Wesleyan","ii","Mountain East","21","2986","Fairmont State","ii","Mountain East","40"
"7","regular","2024-10-12T17:00:00.000Z","true","2817","Minnesota State Moorhead","ii","Northern Sun","19","2364","Minnesota State Mankato","ii","Northern Sun","24"
"7","regular","2024-10-12T17:00:00.000Z","true","134","Minnesota Duluth","ii","Northern Sun","21","425","Northern State","ii","Northern Sun","24"
"7","regular","2024-10-12T17:00:00.000Z","true","2882","UNC Pembroke","ii","Mountain East","67","2699","West Liberty","ii","Mountain East","20"
"7","regular","2024-10-12T17:30:00.000Z","true","2249","Glenville State","ii","Mountain East","9","341","Frostburg State","ii","Mountain East","41"
"7","regular","2024-10-12T17:30:00.000Z","true","2023","Anderson (IN)","iii","Heartland","0","2419","Mount St. Joseph","iii","Heartland","49"
"7","regular","2024-10-12T17:30:00.000Z","true","188","Baldwin Wallace","iii","Ohio","36","359","Otterbein","iii","Ohio","7"
"7","regular","2024-10-12T17:30:00.000Z","true","2977","Trinity (CT)","iii","NESCAC","31","348","Hamilton","iii","NESCAC","7"
"7","regular","2024-10-12T17:30:00.000Z","true","2747","Wofford","fcs","Southern","31","2678","VMI","fcs","Southern","16"
"7","regular","2024-10-12T17:30:00.000Z","true","427","Ohio Northern","iii","Ohio","30","332","Muskingum University","iii","Ohio","42"
"7","regular","2024-10-12T17:30:00.000Z","true","426","University of Mount Union","iii","Ohio","78","2733","Wilmington (OH)","iii","Ohio","19"
"7","regular","2024-10-12T17:30:00.000Z","true","2302","John Carroll University","iii","Ohio","49","424","Capital","iii","Ohio","14"
"7","regular","2024-10-12T17:30:00.000Z","true","2362","Manchester","iii","Heartland","10","2074","Bluffton","iii","Heartland","42"
"7","regular","2024-10-12T18:00:00.000Z","true","2205","Edinboro University","ii","Pennsylvania State Athletic","27","2291","Indiana-Pennsylvania","ii","Pennsylvania State Athletic","23"
"7","regular","2024-10-12T18:00:00.000Z","true","2199","Eastern Michigan","fbs","Mid-American","14","193","Miami (OH)","fbs","Mid-American","38"
"7","regular","2024-10-12T18:00:00.000Z","true","2181","Drake","fcs","Pioneer","27","2086","Butler","fcs","Pioneer","17"
"7","regular","2024-10-12T18:00:00.000Z","true","2738","Wisconsin-Eau Claire","iii","Wisconsin","41","2743","Wisconsin-Stevens Pt","iii","Wisconsin","0"
"7","regular","2024-10-12T18:00:00.000Z","true","231","Furman","fcs","Southern","10","236","Chattanooga","fcs","Southern","41"
"7","regular","2024-10-12T18:00:00.000Z","true","67","Luther","iii","American Rivers","13","263","Loras College","iii","American Rivers","48"
"7","regular","2024-10-12T18:00:00.000Z","true","2371","Mary Hardin-Baylor","iii","American Southwest","21","2810","Hardin-Simmons","iii","American Southwest","44"
"7","regular","2024-10-12T18:00:00.000Z","true","2071","Bloomsburg","ii","Pennsylvania State Athletic","0","2188","East Stroudsburg University","ii","Pennsylvania State Athletic","31"
"7","regular","2024-10-12T18:00:00.000Z","true","143","Washington University (St. Louis)","iii","CCIW","65","2106","Carthage","iii","CCIW","16"
"7","regular","2024-10-12T18:00:00.000Z","true","75","North Park","iii","CCIW","30","32","Carroll University (WI)","iii","CCIW","26"
"7","regular","2024-10-12T18:00:00.000Z","true","2042","Augustana (IL)","iii","CCIW","35","72","Elmhurst","iii","CCIW","21"
"7","regular","2024-10-12T18:00:00.000Z","true","2815","Lindenwood","fcs","Big South-OVC","29","2127","Charleston Southern","fcs","Big South-OVC","14"
"7","regular","2024-10-12T18:00:00.000Z","true","2413","Morehead State","fcs","Pioneer","14","2506","Presbyterian","fcs","Pioneer","7"
"7","regular","2024-10-12T18:00:00.000Z","true","74","Millikin","iii","CCIW","14","3071","North Central College","iii","CCIW","70"
"7","regular","2024-10-12T18:00:00.000Z","true","2839","Greeneville","ii","South Atlantic","21","2213","Emory & Henry College","ii","South Atlantic","23"
"7","regular","2024-10-12T18:00:00.000Z","true","2424","New Mexico Highlands","ii","Rocky Mountain","33","2123","Chadron St","ii","Rocky Mountain","30"
"7","regular","2024-10-12T18:00:00.000Z","true","2146","Colorado School Of Mines","ii","Rocky Mountain","45","613","South Dakota Mines","ii","Rocky Mountain","20"
"7","regular","2024-10-12T18:00:00.000Z","true","2262","Hanover College","iii","Heartland","37","86","Rose-Hulman","iii","Heartland","16"
"7","regular","2024-10-12T18:00:00.000Z","true","2802","Bethel (MN)","iii","Minnesota","59","2359","Macalester","iii","Minnesota","0"
"7","regular","2024-10-12T18:00:00.000Z","true","133","St. Olaf","iii","Minnesota","19","2101","Carleton","iii","Minnesota","13"
"7","regular","2024-10-12T18:00:00.000Z","true","2152","Concordia Moorhead","iii","Minnesota","31","2600","Saint John's (MN)","iii","Minnesota","38"
"7","regular","2024-10-12T18:00:00.000Z","true","2968","Gustavus Adolphus","iii","Minnesota","51","375","St. Scholastica","iii","Minnesota","13"
"7","regular","2024-10-12T18:00:00.000Z","true","2151","Concordia University Chicago","iii","NACC","45","2524","Rockford","iii","NACC","74"
"7","regular","2024-10-12T18:00:00.000Z","true","266","Beloit","iii","Midwest","0","2155","Cornell College (IA)","iii","Midwest","28"
"7","regular","2024-10-12T18:00:00.000Z","true","330","Virginia St","ii","CIAA","38","2075","Bowie State","ii","CIAA","17"
"7","regular","2024-10-12T18:00:00.000Z","true","2940","Livingstone","ii","CIAA","24","2220","Fayetteville State","ii","CIAA","19"
"7","regular","2024-10-12T18:00:00.000Z","true","2232","Fort Valley State","ii","SIAC","49","2019","Allen","ii","SIAC","40"
"7","regular","2024-10-12T18:00:00.000Z","true","2842","UVA Wise","ii","South Atlantic","13","129469","Anderson (Sc)","ii","South Atlantic","20"
"7","regular","2024-10-12T18:00:00.000Z","true","2894","Sioux Falls","ii","Northern Sun","35","3066","Concordia University St Paul","ii","Northern Sun","21"
"7","regular","2024-10-12T18:00:00.000Z","true","272","Wisconsin-Platteville","iii","Wisconsin","28","2723","Wisconsin-River Falls","iii","Wisconsin","7"
"7","regular","2024-10-12T18:00:00.000Z","true","271","Wisconsin-Oshkosh","iii","Wisconsin","34","2740","Wisconsin-Lacrosse","iii","Wisconsin","33"
"7","regular","2024-10-12T18:00:00.000Z","true","409","Concordia-Wisconsin","iii","NACC","14","2044","Aurora","iii","NACC","42"
"7","regular","2024-10-12T18:00:00.000Z","true","509","Crown College","iii","Upper Midwest","14","446","Martin Luther","iii","Upper Midwest","30"
"7","regular","2024-10-12T18:00:00.000Z","true","2394","Middlebury","iii","NESCAC","32","2731","Williams","iii","NESCAC","29"
"7","regular","2024-10-12T18:00:00.000Z","true","2588","Southwestern University","iii","Southern Athletic","45","2519","Rhodes College","iii","Southern Athletic","22"
"7","regular","2024-10-12T18:00:00.000Z","true","191","Heidelberg","iii","Ohio","7","317","Marietta","iii","Ohio","35"
"7","regular","2024-10-12T18:00:00.000Z","true","2079","Bridgewater (VA)","iii","Old Dominion","63","2047","Averett","iii","Old Dominion","7"
"7","regular","2024-10-12T18:00:00.000Z","true","146","Grove City College","iii","Presidents'","17","2102","Carnegie Mellon","iii","Presidents'","10"
"7","regular","2024-10-12T18:00:00.000Z","true","2615","St. Xavier IL","","","45","190","Defiance College","","","14"
"7","regular","2024-10-12T18:00:00.000Z","true","65","Grinnell","iii","Midwest","7","2919","Monmouth (IL)","iii","Midwest","49"
"7","regular","2024-10-12T18:00:00.000Z","true","2122","Central Oklahoma","ii","Mid America","48","138","Northwest Missouri St","ii","Mid America","20"
