"Week","SeasonType","StartDate","Completed","HomeId","HomeTeam","HomeClassification","HomeConference","HomePoints","AwayId","AwayTeam","AwayClassification","AwayConference","AwayPoints"
"4","regular","2025-09-20T17:00:00.000Z","true","56","Stetson","fcs","Pioneer","7","108","Harvard","fcs","Ivy","59"
"4","regular","2025-09-20T17:00:00.000Z","true","2506","Presbyterian","fcs","Pioneer","76","495","BLUEFIELD","","","3"
"4","regular","2025-09-20T17:00:00.000Z","true","2117","Central Michigan","fbs","Mid-American","49","2681","Wagner","fcs","NEC","10"
"4","regular","2025-09-20T17:00:00.000Z","true","2736","Winston-Salem","ii","CIAA","33","330","Virginia St","ii","CIAA","34"
"4","regular","2025-09-20T17:00:00.000Z","true","159","Dartmouth","fcs","Ivy","27","160","New Hampshire","fcs","CAA","20"
"4","regular","2025-09-20T17:00:00.000Z","true","2598","St. Francis (PA)","fcs","NEC","10","2169","Delaware State","fcs","MEAC","39"
"4","regular","2025-09-20T17:00:00.000Z","true","2302","John Carroll University","iii","Ohio","63","391","Oberlin","iii","North Coast","0"
"4","regular","2025-09-20T17:00:00.000Z","true","323","Moravian","iii","Landmark Conference","7","2667","Ursinus","iii","Centennial","35"
"4","regular","2025-09-20T17:00:00.000Z","true","2287","Illinois State","fcs","MVFC","38","2453","North Alabama","fcs","UAC","36"
"4","regular","2025-09-20T17:00:00.000Z","true","2354","Lycoming","iii","Landmark Conference","29","2175","Dickinson (PA)","iii","Centennial","52"
"4","regular","2025-09-20T17:00:00.000Z","true","2977","Trinity (CT)","iii","NESCAC","30","121","Bates","iii","NESCAC","13"
"4","regular","2025-09-20T17:00:00.000Z","true","455","West Virginia Wesleyan","ii","Mountain East","16","2707","West Virginia State","ii","Mountain East","45"
"4","regular","2025-09-20T17:00:00.000Z","true","2817","Minnesota State Moorhead","ii","Northern Sun","17","2844","Wayne State (NE)","ii","Northern Sun","27"
"4","regular","2025-09-20T17:00:00.000Z","true","2134","Clarion","ii","Pennsylvania State Athletic","51","2974","Shepherd","ii","Pennsylvania State Athletic","38"
"4","regular","2025-09-20T17:00:00.000Z","true","2369","Mars Hill","ii","South Atlantic","21","129469","Anderson (Sc)","ii","South Atlantic","14"
"4","regular","2025-09-20T17:00:00.000Z","true","174","Hobart College","iii","Liberty League","20","390","Utica","iii","Empire 8","17"
"4","regular","2025-09-20T17:00:00.000Z","true","2234","Franklin & Marshall","iii","Centennial","42","2108","Catholic","iii","Landmark Conference","7"
"4","regular","2025-09-20T17:00:00.000Z","true","216","Susquehanna","iii","Landmark Conference","22","118","Johns Hopkins University","iii","Centennial","40"
"4","regular","2025-09-20T17:00:00.000Z","true","2843","Western Connecticut St","iii","MSCAC","55","2248","Gettysburg","iii","Centennial","21"
"4","regular","2025-09-20T17:00:00.000Z","true","297","Hampden-Sydney","iii","Old Dominion","42","2828","Shenandoah","iii","Old Dominion","7"
"4","regular","2025-09-20T17:00:00.000Z","true","341","Frostburg State","ii","Mountain East","21","2699","West Liberty","ii","Mountain East","7"
"4","regular","2025-09-20T17:00:00.000Z","true","2970","William Paterson","iii","New Jersey","12","2776","Salve Regina","iii","NEWMAC","24"
"4","regular","2025-09-20T17:00:00.000Z","true","111674","Reading","iii","Mid Atlantic","13","471","Stevenson","iii","Mid Atlantic","35"
"4","regular","2025-09-20T17:00:00.000Z","true","2394","Middlebury","iii","NESCAC","31","340","Bowdoin","iii","NESCAC","10"
"4","regular","2025-09-20T17:00:00.000Z","true","2731","Williams","iii","NESCAC","38","33","Colby College","iii","NESCAC","0"
"4","regular","2025-09-20T17:00:00.000Z","true","7","Amherst","iii","NESCAC","23","348","Hamilton","iii","NESCAC","13"
"4","regular","2025-09-20T17:00:00.000Z","true","2339","Lincoln (PA)","ii","CIAA","21","2551","Shaw","ii","CIAA","36"
"4","regular","2025-09-20T17:00:00.000Z","true","2207","Elizabeth City State","ii","CIAA","8","2220","Fayetteville State","ii","CIAA","51"
"4","regular","2025-09-20T17:00:00.000Z","true","308","Ashland","ii","Great Midwest Athletic","26","2273","Hillsdale","ii","Great Midwest Athletic","9"
"4","regular","2025-09-20T17:00:00.000Z","true","110","Mass Maritime","iii","MSCAC","27","15","Anna Maria College","iii","MSCAC","33"
"4","regular","2025-09-20T17:00:00.000Z","true","122774","Keystone","iii","Independent DIII","0","2896","Southern Virginia","iii","USA South","42"
"4","regular","2025-09-20T17:00:00.000Z","true","548","Lagrange College","iii","USA South","20","2121","Centre College Kentucky","iii","Southern Athletic","6"
"4","regular","2025-09-20T17:00:00.000Z","true","2845","Waynesburg","iii","Presidents'","35","2274","Hiram College","iii","Presidents'","27"
"4","regular","2025-09-20T17:00:00.000Z","true","417","Gallaudet","iii","Old Dominion","39","2047","Averett","iii","Old Dominion","30"
"4","regular","2025-09-20T17:00:00.000Z","true","247","Kings College (PA)","iii","Mid Atlantic","27","2221","FDU-Florham","iii","Mid Atlantic","21"
"4","regular","2025-09-20T17:00:00.000Z","true","2441","New Haven","fcs","NEC","35","129","Saginaw Valley State","ii","GLIAC","28"
"4","regular","2025-09-20T17:00:00.000Z","true","60","Morehouse College","ii","SIAC","17","2310","Kentucky State","ii","SIAC","35"
"4","regular","2025-09-20T17:00:00.000Z","true","2405","Monmouth","fcs","CAA","51","222","Villanova","fcs","CAA","33"
"4","regular","2025-09-20T17:00:00.000Z","true","272","Wisconsin-Platteville","iii","Wisconsin","28","81","Springfield","iii","NEWMAC","12"
"4","regular","2025-09-20T17:00:00.000Z","true","83","Depauw","iii","North Coast","35","352","Kenyon","iii","North Coast","14"
"4","regular","2025-09-20T17:00:00.000Z","true","2725","Widener","iii","Mid Atlantic","7","2969","Misericordia","iii","Mid Atlantic","21"
"4","regular","2025-09-20T17:00:00.000Z","true","2812","Hope College","iii","Michigan","31","2419","Mount St. Joseph","iii","Heartland","28"
"4","regular","2025-09-20T17:00:00.000Z","true","2800","Alma","iii","Michigan","23","2262","Hanover College","iii","Heartland","24"
"4","regular","2025-09-20T17:00:00.000Z","true","2316","Kentucky Wesleyan","ii","Great Midwest Athletic","7","2682","Walsh","ii","Great Midwest Athletic","31"
"4","regular","2025-09-20T17:00:00.000Z","true","237","Union (NY)","iii","Liberty League","31","3110","SUNY Morrisville","iii","Empire 8","7"
"4","regular","2025-09-20T17:00:00.000Z","true","2105","Carson-Newman College","ii","South Atlantic","24","2331","Lenoir-Rhyne","ii","South Atlantic","7"
"4","regular","2025-09-20T17:00:00.000Z","true","128","Northern Michigan","ii","GLIAC","16","110254","Davenport","ii","GLIAC","35"
"4","regular","2025-09-20T17:00:00.000Z","true","2438","Nebraska-Kearney","ii","Mid America","34","2214","Emporia State University","ii","Mid America","20"
"4","regular","2025-09-20T17:00:00.000Z","true","2779","St. Lawrence","iii","Liberty League","13","365","Alfred University","iii","Empire 8","35"
"4","regular","2025-09-20T17:15:00.000Z","true","2651","Trine University","iii","Michigan","35","2233","Franklin","iii","Heartland","27"
"4","regular","2025-09-20T17:30:00.000Z","true","2557","Coast Guard","iii","NEWMAC","92","2884","Nichols College","iii","Commonwealth Coast","60"
